name,age,province,cie,money
Sophia Pasqua,10,MT,SY30060CB,477.37
Sandro Lollobrigida,10,GO,QN49639GA,1923.12
Sig. Agostino Cutuli,54,IS,LY89257VB,2261.35
Edoardo Manunta,20,CE,BY81472LO,1370.85
Raffaellino Magnani,36,IM,EN10312IK,967.48
Paulina Argenti,31,NU,HJ19081ND,556.05
Daniele Curatoli,57,RN,WD97446DZ,1957.46
Evangelista Piacentini-Castiglione,27,SR,GA96882VZ,-362.89
Marco Crisafulli,14,ME,IF33179JS,2395.12
Massimiliano Dossi,29,PV,JF96484YV,2481.83
Geronimo Micca,30,BR,LN10567EH,1204.00
Giulia Greggio,91,LU,SK38033ZL,1609.09
Sig.ra Rosalia Lamborghini,38,AN,WH31116UP,1876.07
Loretta Barillaro,97,,XW14836HB,1684.15
Melina Alfieri,72,FI,UF87460VA,1559.37
Patrizia Bosurgi,85,RG,ZX31548PS,818.32
Natalia Leopardi,90,AN,LC34837PF,2215.32
Sonia Ravaglioli,73,OR,GY81852HM,1323.78
,6,MI,NE09808GT,1369.07
Bartolomeo Ruffini,37,CZ,YA52201YX,737.19$
Sig.ra Flavia Gramsci,27,CT,CA52717ZJ,754.76
Antonio Falloppio,17,OG,NB26845RR,1296.60
Teresa Scandone,88,IM,MY13332BG,1008.07
Pierluigi Ravaglioli-Tamburi,38,CZ,LK71943FM,2428.08
Dott. Adamo Vecoli,78,FE,RH52345HQ,1173.23
Dott. Rosalia Bosio,95,PC,WL60988EU,-152.96
Lolita Guglielmi,24,NA,AO23316RO,1540.72
Amanda Scarpetta,47,TE,WA79106KQ,2310.01
Massimo Micheletti,56,BG,NL73448NC,2098.07
Fedele Scaramucci,47,BN,XM20256FF,2684.27
Alessia Fiorucci,68,CS,KQ69787MQ,1744.04
Luigina Nicolucci,2,CZ,AM01966WO,1384.27
Sig.ra Eleanora Duodo,68,UD,EK71270BT,1108.56
Sig. Gioffre Bembo,92,,MR84407MO,1781.14
Amedeo Abatantuono,78,RC,RL62888UT,1543.53
Pietro Boito,95,UD,IG27979MU,484.14
Rosario Gottardi,88,VB,XJ31165KN,1116.72
Sig.ra Romina Littizzetto,66,PE,YH03843ET,328.41
Donatella Condoleo,11,LU,XV86187EZ,906.35
Severino Ludovisi,92,BG,FZ61246NZ,$298.54
Stefani Sismondi,90,FE,TB96925UZ,1086.64
Enzo Avogadro-Callegari,92,PO,OZ68554PW,1542.27
Francesca Tassoni,58,VC,OB42940OY,1395.75
Gioachino Giammusso,58,PI,RN23777BI,1711.11
Matteo Brenna,45,EN,GJ91202NR,1681.34
Gloria Paganini,30,RE,GV59187ZI,2617.55
Ida Milanesi,30,EN,PU30506HY,604.97
Silvia Basso-Sobrero,99,NA,SR34138HC,
Giorgia Parri,6,FM,QG36900TF,$2664.85
Adriana Frescobaldi-Roccabonella,89,GE,uW66877BS,2679.07
Durante Coardi-Maccanelli,89,BO,ZZ06012VJ,416.82
Simonetta Rienzo,36,LE,IM85426PS,1535.08
Dott. Vincenza Tamburini,14,VB,LE32716ZB,
Piergiuseppe Giacometti,5,LI,AL45583TA,1208.04
Donatella Moresi,82,MB,JA34712TI,1494.90
Telemaco Brenna,32,CT,HU31848ZK,1700.81
Bianca Gori,76,SA,FK58140ZE,1653.51
Serafina Cavanna,56,RN,CP06892GZ,1424.07
Lidia Cavanna,59,SO,JR15357XP,
Paola Benedetti,32,BA,TM18621WT,1314.73
Dott. Gianfranco Ferrara,50,AT,,1653.60
Simonetta Michelangeli-Basso,2,RE,PB71855MR,1632.13
Stefano Sonnino-Lerner,1,TE,EJ77455EE,1509.94
Romina Mennea,99,RI,ZL22541ZZ,1150.56
Sig.ra Liliana Marino,29,PR,OL79262HW,682.24
Fabrizia Paolini,69,PV,TP60286CB,2014.23
Arnulfo Spadafora,58,TS,JD39629XE,1637.73
Dott. Marcello Napolitano,83,PT,OU62947BX,1510.45
Piergiorgio Ricolfi,12,VT,TP68167QO,1510.00
Elladio Zetticci-Montecchi,73,FE,FV15341HE,256.78
Dott. Vanessa Ravaglioli,44,TO,FA93525CP,1910.67
Iolanda Pagnotto,61,AG,OW90263RB,1086.56
Pomponio Pavone,30,AV,KS42839DN,1781.68
Cassandra Emo,98,CE,EX56075DD,1639.47
Loredana Niscoromni,10,LI,GK52924IM,684.40
Mercedes Pederiva,18,TN,FE54920IR,426.21
Agnolo Monteverdi,36,TA,BI28335MJ,1612.01
Tonia Naccari,51,CE,CF93319UH,1293.21
Stefano Beccaria,84,FM,XO22512SC,1535.54
Livia Tamburi,83,NO,BI54399EF,1967.62
Lauretta Lattuada,43,FE,KH33508ZR,1497.85
Viridiana Mimun-Soffici,39,SO,WZ86651VE,2469.41
Gilberto Mezzetta,83,BN,WA83501OK,1885.42
Adele Gilardoni,97,PR,FM21615XJ,1490.19
Dino Gatto,59,CL,AG28208PM,1900.13
Santino Sagese-Granatelli,93,SI,NP68500XJ,1694.96
Laureano Moretti,50,CN,PM73301CT,$1693.78
Giovanna Brancaccio,96,LI,CO43141YH,
Girolamo Zetticci-Mastroianni,52,TR,EA00851MJ,1802.87
Dott. Serafina Montesano,75,LO,LA03317LX,815.16
Piero Rizzo,,BO,LZ68060BK,2097.08
Baldassare Bernetti,55,BO,JF62663XG,1305.23
Sig.ra Gianna Sagnelli,83,BI,IR11377IC,724.69
Susanna Grimani,52,RA,SL33570EC,2119.19
,36,LI,TN99939TM,1613.76
Ivo Ramazzotti-Camiscione,9,VT,CW45815EO,92.27
Serafina Paolini,1,FE,FY58808HD,1605.24
Paolo Lanfranchi-Zecchini,61,MI,PT36895TV,587.48
Sig.ra Stefania Zeffirelli,52,OG,CW68985XQ,1753.27
Claudia Gullotta,32,,HF14214NQ,950.46
Zaira Abba,19,PE,CN90912IV,2072.74
Alessandro Petrucelli,59,CE,AE63902XG,873.16
Raffaello Papetti,11,PN,ZJ72763XY,513.79
Dott. Annibale Montesano,13,PR,YK84712VU,880.71
Elena Trillini-Bottaro,24,CR,BF72042YJ,572.71
Nadia Pisacane,57,SI,AH53503TZ,2192.60
Marta Bottigliero,46,CT,JE68604MW,421.77
Sergius Mocenigo-Toselli,86,LT,JU45850RQ,984.04
Sig. Ezio Paoletti,33,,ZI10834IR,522.66
Sig. Severino Bocca,9,VI,BS76931LX,674.93
Gianpietro Paruta,80,CT,VD28910BX,1453.10
Erika Rismondo,18,AR,NW70400DR,1245.83
Gilberto Oliboni,27,IS,PY47791IS,1441.74
Pietro Fittipaldi,9,PU,ZM89590JD,1210.12
Marisa Busoni,79,FR,ZZ52862RO,1747.59
Angelo Carli,31,FR,ZY85128ER,2646.36
Camilla Conti-Pinamonte,78,PT,AW95284qp,1439.94
Camilla Gradenigo,34,TS,TZ69866UG,201.78
Ezio Goldstein-Gramsci,50,FM,CY47160UI,2437.00$
Biagio Montanelli,55,RM,RO51423VR,2355.66
Sig. Giuseppe Virgilio,96,SO,DS27584RA,1621.35
Dott. Dario Curci,20,TR,RO34826EY,603.54
,13,FM,YP41188TZ,1506.10
Dott. Donatella Cainero,89,AP,HF17987AR,2297.56
Agostino Falcone-Parisi,56,AN,VR50229CX,80.11
Francesco Raurica,67,CZ,ZE99626LA,669.71
Achille Jacuzzi,36,CT,GP87539AE,1362.82
Ida Turci,33,MS,KZ35838JA,534.95
Olga Nitto,6,RM,DH54782YR,
Gelsomina Ceri-Basadonna,31,NO,HX18999MA,2444.56
Emma Marrone,66,TO,YA16063VK,
Sig. Lucio Sauli,3,OR,LM80696EK,939.58
Serafina Rossellini,12,AT,IF29611QM,1219.36
Dott. Gabriella Priuli,91,AT,WK98942DO,1877.51
Umberto Turci,,RG,VQ18255JT,591.81$
Dott. Stefania Guinizzelli,49,RC,XK39080GC,2250.40
Raffaella Vigorelli,15,PT,WY17271FS,$1017.41
Sig.ra Vittoria Leonardi,31,FR,LU54956WP,3696.66
Manuel Galvani-Ferrabosco,84,CI,IG29598RZ,784.87
Panfilo Fantini,91,CI,OZ42708QR,
Evangelista Tognazzi-Bodoni,10,CH,WK34456LX,1109.19
Damiano Busoni,16,MO,QF15829VB,1495.94
Orazio Bonatti,89,,VF07020IR,1344.13
Barbara Bonatti,53,KR,OQ12091QA,405.02
Enrico Broggini,35,AN,WU08859GD,2564.73
Michelangelo Ubaldi-Deledda,45,VR,CU34022YS,1271.96
Annamaria Nievo,23,FG,TO40526PI,1481.70
Dionigi Babato,9,TS,SU45207HM,1000.38
Melina Vespa,40,SR,NI10885LV,1811.59
Dott. Giacomo Tedesco,61,SA,HN99357AY,1224.37
Adele Gagliardi-Pietrangeli,17,VC,JZ20584QX,
Saverio Carfagna,14,OR,YT37239CR,1080.25
Achille Marino,92,RC,BE37396YI,1695.98
Adelasia Zacchia,17,AT,AP27630HE,2419.35
Sig. Ermenegildo Frescobaldi,16,VT,DZ07301UO,1032.71
Giulietta Nugnes-Villarosa,51,VT,DZ20585DM,3406.93
Agnolo Palombi-Parisi,75,RO,BQ03218OQ,12.66
Sig. Livio Pacelli,45,PA,EC99711KY,
Dott. Licia Martinelli,49,PZ,TR72621DO,334.06
Nicola Cammarata,50,PV,PE73836OM,3149.44
Martina Tassoni,77,NO,TH18787MF,$1239.23
Geronimo Spinola,25,FG,ES55364DL,1802.77
Eugenia Maccanelli-Petralli,76,IS,QI17091EN,2195.33
Luigina Modiano,65,SR,DL21639ZK,1721.08
Leonardo Ughi,25,AT,MV38099MU,817.87
Alessandro Maffei-Fieramosca,40,BS,ZQ01188VK,674.72
Augusto Bernetti,94,EN,JE78698JS,513.02
Giuseppina Vecoli,61,RE,DE57896KP,298.87
Sig.ra Daria Capecchi,2,AT,IL03989SI,2663.88
Severino Romagnoli,1,ME,SU23182AF,2652.50
Geronimo Scotto,9,VE,FB25557ZC,868.64
Massimiliano Bosurgi,27,PT,QC38127VV,2807.18
Virginia Pasqua,4,,NS35584DF,1334.04
Melissa Piovani,55,PA,UR60961FD,2080.19
Romana Santoro,83,SI,EL58697YE,1372.14
Calogero Sbarbaro-Marrone,16,PT,SL67567KJ,342.33
Dott. Galasso Trevisani,81,Ri,CA19854EF,1533.67
Sig.ra Angelina Valguarnera,7,FC,AV20850HP,1863.28
Ciro Paltrinieri,55,SA,IB77630CW,1975.73
Cristina Capecchi,89,BG,IM07103OK,$1043.25
Emma Corradi,26,RN,TR29410FZ,1522.10
Vito Pizzo,97,RN,WW27272GS,987.98
Costanzo Orlando-Gasperi,57,MO,XE51006KI,2580.33
Virginia Dossetti,59,,LS42363XV,1701.49
Adamo Fantini,39,PO,AG44489IV,
Pierpaolo Galeati-Valmarana,14,,YI81994HP,1925.00
bePPe aNgIOlEllo,37,VT,DY42556QF,1574.32
Valeria Cipolla,88,VT,AE74215ZJ,703.05
Laureano Ferrucci,72,PO,TS89413VR,1316.81
Fernanda Valguarnera,55,LO,AZ79906HE,1676.53
Federico Camiscione,83,MI,BV87918RG,1825.60
Germana Miniati-Ricolfi,99,RC,VU93739ML,1849.36
Telemaco Venturi,38,MT,EL65737GL,3507.30
Micheletto Bonolis,94,CR,XX10070TF,2008.56
Natalia Fermi,12,TE,GH45781XA,1375.77
Germana Prada-Cesarotti,,VT,RL68894JI,287.12
Fortunata Vivaldi,39,FI,YQ80217HL,958.30
Gianna Dandolo-Nievo,72,MO,FZ94174MR,1569.61
Morena Tamburello-Cantimori,43,CI,AH86935KI,1329.65
Pier Bruno,71,AP,VI85419TM,2212.95
,76,PE,RN61623XQ,785.81
Sig.ra Veronica Porzio,85,VE,QF88736SA,1652.90
Silvia Panicucci,47,TS,,1972.43
Sig. Alberto Dulbecco,27,BO,NY56472OD,464.24
Gianni Baresi,70,AO,ME05659YS,1465.55
Isa Soranzo-Lucciano,4,RG,CA49181KE,245.08
Gianmarco Govoni,25,VT,WE87776RF,313.38
Sig. Ennio Cundari,52,RE,CU16727XM,767.72
Flora Prada,42,FG,HJ29937RH,554.80
Dott. Maria Tomasini,14,RM,BE73114IK,820.20
Leonardo Argento-Buonauro,69,PC,MQ94160XH,801.07
Sig. Michelotto Grisoni,89,GE,DN53904XP,1147.43
Greco Gozzano-Bombieri,3,,UC67275TZ,145.57
Sig.ra Romana Merisi,12,TS,TK71377XZ,792.23
Sig. Roman Majorana,52,CB,JF87896HH,1721.92
Hugo Tuzzolino,87,IS,LT57102XB,2381.82
Sig.ra Bettina Ricciardi,13,LO,RL87008SB,-201.31
Dott. Romana Morellato,54,PO,EY68253QY,1395.75
Ninetta Lamborghini,10,CH,QM38483AN,2618.52
Marcantonio Medici,91,PZ,HO02206YH,1772.75
Romeo Ruggeri,64,SS,LS93685UT,2065.35
Giovanna Spinola,87,TO,MB02113ZO,627.50
Aria Montecchi,18,TP,TI43401EX,929.89
Dott. Lorenzo Maderna,17,CZ,YG94454GT,1097.43
Sole Gatto,86,CS,ZI70273RM,1594.13
Lilla Puccini,2,CB,JK71198XR,2310.16
Giacobbe Cerquiglini,86,CZ,ON16497CY,940.16
Beatrice Orlando,53,,NH02116RR,1204.42
Guglielmo Comolli-Ruffini,35,SR,ZZ32606JI,1100.94
Umberto Falier,18,LC,aZ11283mu,1742.53
Giosuè Sgalambro,70,PI,UT46276MV,843.74
Chiara Pacomio-Galtarossa,57,RN,IC77750CL,1276.67
Cipriano Rosiello,59,LU,YM64142HL,426.31
Gianfranco Raurica,82,SV,PA39553ZL,1353.11
Sig.ra Carolina Binaghi,5,BZ,HL16439ZH,2115.21
Ottone Pisano,81,BR,BP36879CL,2325.79
Federico Mazzacurati,5,BG,WW51257XC,1805.10
Ranieri Detti,78,CB,WX51294HR,1573.47
Piersanti Fittipaldi,27,FG,ZC86465EY,783.46
Leone Bignami-Puglisi,68,BT,EU52502WJ,652.70
Marcella Camilleri,36,PO,YQ30828PD,1125.09
Annetta Tutino-Maderna,24,RI,HN45426IN,279.21
Dott. Diana Silvestri,1,VT,RV62177YB,1421.28
Marcantonio Udinesi-Grifeo,44,CZ,JQ61136CW,2244.12
Piergiorgio Trupiano,17,CR,TB82178HK,734.39
Marta Ricci-Scarponi,56,GR,LU45588NK,
Fabio Sonnino,6,GR,JA07675SX,1303.76
Graziella Gabba-Brunelleschi,73,CR,BX48684NQ,790.34
Vito Gozzi-Tomasini,,CS,JF90724BI,1184.94
Dott. Gemma Zarlino,10,CN,QK37363PF,583.16
Gianfranco Beccheria-Traversa,81,BO,WA55530UJ,2019.61
Michelotto Vespucci,86,NU,OT79212NI,1396.08
Francesca Contarini,20,FC,SX16102CA,
Ezio Malaparte,39,TE,NW62253VV,893.74
Romina Bragadin,30,BG,JK72922MB,932.33
Dott. Piersanti Agostinelli,36,TS,PI58721HM,1335.82
Gino Dallara,,CN,SA59483KR,2044.52
Sig.ra Annunziata Jilani,74,VI,jo52322CR,2094.20
Veronica Bosio,1,PZ,KY24884DU,1474.66
Romina Argento,80,TA,MK24557FS,355.62
Dott. Licia Sagese,67,AL,JJ93301HE,2057.52
Michelotto Farina,6,FM,QE20886FE,1539.38
Sig. Geronimo Dellucci,74,OT,NK69817IL,2048.54
Loredana Bocelli,4,CR,JF48775MM,$1898.43
Giancarlo Donini-Stradivari,7,CR,XD85541BU,1430.62
Dott. Benedetto Rastelli,27,RN,CZ31687IH,3161.11
Dott. Chiara Fermi,89,MO,PC52257GY,3056.82
Mirco Sanguineti,63,CE,YB75311VL,2194.77
Cirillo Corradi,57,BG,,1966.97
Piersanti Giunti,66,PN,QQ39184VN,1414.17
Amedeo Tornatore,11,OT,OF76955HI,2334.40
Dott. Fredo Zaccardo,25,VV,PM78057YD,1273.95
Lauretta Boccherini,57,FC,AZ43239FK,702.87
Azeglio Contarini,38,TE,QO31895XA,592.76
Raffaele Borgia,69,AP,WL54996SM,1095.04
Silvia Berlusconi-Oscuro,44,MI,VF89450OB,1697.79$
Liana Tartaglia,25,AG,BW75960BH,1010.01
Giacomo Panzera,48,SO,UD00623KT,593.51
Sig. Michele Iacobucci,34,AG,XX22411TK,2262.37
Olga Chittolini,51,SV,XF95646CK,2800.17
Ornella Gargallo,-66,NU,FW94540GF,1940.12
Sig.ra Vincenza Borrani,89,PE,ZD96489UW,1189.90
Vanessa Pepe,35,RN,CZ41626LU,1728.75
Ranieri Rossellini-Mimun,15,OT,VF90468WX,2022.82
Antonello Gottardi,56,NU,JI88596XF,1789.87
Antonella Luxardo-Tron,19,PO,LI89290PZ,1939.91
Caterina Dallara-Meucci,6,BO,AU09802QJ,417.70
Lolita Interminelli,31,,CX78555SC,416.61
Loredana Gibilisco-Ubaldi,89,BZ,QO47145DH,
Mercedes Pepe,81,TP,WN16604XW,1424.67
Nina Maccanelli-Basso,-12,rN,VL81289OT,755.59
Annetta Querini,46,CL,GT87974QL,670.87
Dott. Rosa Pavanello,20,FE,CZ63618XE,
Micheletto Papafava,14,NU,TR65842GX,1453.12
Susanna Angiolello-Zabarella,60,CL,CG69962EP,1825.00
Giulia Malpighi,39,RO,NT47407AI,2196.34
Zaira Jacuzzi,17,BI,RS52718UZ,
Griselda Chiappetta,92,RI,VM68504YU,1459.36
Gloria Sagnelli,30,RC,UT06947JO,351.97
Guido Alonzi-Bellucci,20,CA,FU50751CQ,870.73
Mirco Donini,11,SS,FY03036XO,483.84
Sylvia Cadorna,12,OT,KX89883XY,1070.29
,59,AN,JD70554JN,1450.52
Valentina Bulzoni-Munari,16,BA,HB09027UX,1709.02
Annalisa Tasso,10,LU,UJ65527NR,1840.71
Camillo Binaghi-Scarfoglio,64,BR,WJ51413XN,1079.63
Dott. Fortunata Biagi,37,Cl,ON90094HR,1632.96
Evangelista Camiscione-Filangieri,26,SV,UW96058VV,1214.03
Federico Molesini,92,FG,FI71301XE,1003.82
Simonetta Grifeo,47,OT,ZZ39546JN,2357.24
Durante Abbagnale,90,CZ,EV76250RK,780.40
Sig.ra Melina Gregorio,45,BR,TC43285FE,1500.78
Sig. Fabio Cesaroni,21,RC,NO74406IQ,1327.21$
Gelsomina Leonetti,15,,AG72802IY,1260.41
Azeglio Piccio,-59,CT,CZ41434GV,1045.40
Evangelista Borrani,64,LE,OT83922CZ,1483.80
Mirco Gaggini,5,SS,ZE78787RL,1644.33
Dott. Donatella Farnese,1,TV,OL57610RG,2105.61
Piersanti Gadda,3,VI,JJ29061QK,1298.77
Tonia Mazzi,-3,PT,IZ10807SM,
Dott. Livia Zeffirelli,54,PV,WR23294CW,1582.20
Fiorenzo Maffei,79,LT,IE20958XC,1882.87
Loredana Ferrazzi,43,,KT25524OE,2333.31
Sig. Michelotto Bernardi,36,CT,OX67634LH,551.01
Goffredo Salvini,97,Av,ST22235MK,2937.23$
Valentina Renzi,97,RC,SI69369GC,1310.63
Federigo Falier,19,AQ,QK07945KT,1193.20
Armando Conti-Borsiere,76,FR,YY47415SN,1047.67
Roman Marazzi,19,CA,ND74888IP,595.02
Pierangelo Turrini,53,OT,UW07035TX,1580.06
Elmo Boito,41,LI,NO22604NL,1276.37
,81,MN,LK51764NO,1208.18
Filippo Alighieri-Marrone,43,VI,HF52074HL,1377.22
Carolina Battelli-Trapani,16,pa,LH84364JK,260.96
Lucia Mezzetta,86,BN,IV05681OJ,2180.98
Ignazio Camuccini,,VV,JQ44083VU,2477.37
Melissa Magrassi-Stein,76,PA,QX03163HX,1670.85
Paulina Fornaciari,38,CT,KQ12596VT,1576.74
Milena Rossi,85,RE,BD95814CT,2119.12
Biagio Angeli,67,UD,QE90455DK,2784.08
Adamo Cremonesi,95,CR,SE22549CU,1744.05
Paola Pisaroni,21,VV,vK80520Nv,639.47
Angelo Monte,8,RA,XA78898JP,1844.68
Luciano Tresoldi,20,RI,IC07961JX,309.30
Fernanda Galvani,47,EN,CG08391QQ,1939.04$
Beppe Ginese,14,GR,NZ22112ZL,2591.35
Franco Brenna,99,FM,QS75108WN,814.54
Augusto Asprucci-Curiel,99,,SZ97525LH,103.19
Michelangelo Gullotta-Luria,,FM,KO60242OJ,$3124.03
Sandro Tomasini,80,SA,TV92659DJ,1489.94
Luciana Veneziano,82,TV,VC91830FE,557.87
Francesca Vendetti,91,PU,SN27412YG,1967.63
Fabio Muti,55,RN,UU89972GW,2254.47
Baccio Cibin-Chiaramonte,-53,MI,MU07988SI,970.85
Federico Pincherle,73,FE,HH60355OE,290.96
Donna Sismondi,96,GO,YD11068QD,1825.93
Isabella Brunelleschi,77,MB,JQ07332GB,2105.09
Baccio Scarpetta,4,CT,WW83181WC,1719.94
Romana Fermi-Missoni,71,CA,DB52245SZ,1768.54
Barbara Ferragamo,26,FG,LS31881FK,1166.90
Temistocle Porcellato,29,FE,LK64830EJ,
Vito Boitani,2,CN,RX51169YR,892.07
Luigina Caccioppoli,30,SS,VG68000YS,1238.36
Isa Solari-Oscuro,,CT,BG73010VU,1669.48
Arturo Trillini,82,BR,KC68374HX,2001.71
Serena Comisso,40,FE,HX23591PE,1680.99
MerCedeS GELlI,85,,DJ94684LO,3310.83
Augusto Balla,69,AL,BM47645LJ,582.52
Nino Fiorucci,23,IS,ZF67394ZI,1623.01
Dott. Dionigi Tarchetti,54,MC,XI45464WH,2751.79
VIRgiLIO maRcONI,3,AQ,DG34807FU,2280.05
Dott. Goffredo Maggioli,82,KR,NR83768LD,1417.56
Ida Draghi-Baresi,71,CI,KS82860IJ,2376.70
Melina Piccio,40,TE,AZ93126IB,2302.20
Adriano Guidone-Baracca,2,OR,PA60750RG,1991.32
Angelina Dovara,17,SI,SI29193AD,1962.02
Torquato Falier,8,,FB04326EX,1640.80$
Caterina Brugnaro-Bacosi,69,SP,,1412.07
Vittorio Andreozzi,41,SS,MR13392XQ,2470.50
Raimondo Riccardi,,RO,AM66540JX,1946.75
Valeria Surian,10,PE,MM69868BZ,886.77
Loretta Cortese,68,AN,CO01462OL,816.00
Francesco Polesel,33,rC,RO46930EB,1301.98
Enrico Schicchi,89,VA,IJ00485LN,2029.63
Allegra Maggioli,19,RC,KC50214SU,1808.99
Camilla Giannelli-Inzaghi,48,TN,VX43537MA,2436.59
Vanessa Roncalli-Zanzi,44,En,DA49089ES,1417.87
Eva Luria,10,AT,CR76167RO,2256.79
Ezio Mannoia-Bignami,14,PT,QS59309QX,1520.70
Renzo Russo,52,NA,YT59106PF,2014.74
Dott. Giovanna Marsili,5,IS,EM97903CV,1795.13
Mariana Busoni,39,,RL81810TH,267.48
Dott. Damiano Farinelli,47,SP,VA34191ZV,1672.89
Sig. Bernardo Cremonesi,55,MB,OO73625XL,1333.40
Telemaco Vezzali,40,TO,PR30227PN,1108.57
Sig.ra Jolanda Desio,1,,DV63339CI,1525.22
Tiziano Musatti,74,VC,OX50166KE,7.50
Rosa Comboni,11,VR,VM83555YV,2334.05
,81,MO,RW12026EY,1452.74
Dott. Liana Giusti,47,RC,DJ35199UC,
Giuseppina Sanguineti,86,ME,BO08292UU,2571.25
Carlo Tornatore,5,MO,PP83486DB,1970.05
Gioacchino Fantozzi-Montalcini,68,SO,HF80634WB,1004.43
Licia Tornatore,33,PN,QO37946SL,1412.61
Melania Cesarotti,37,,MS32056LS,2073.58
Azeglio Rosiello,82,AO,DO20413GK,1979.40
Gemma Lovato,48,BA,DM36033KO,
Riccardo Rubbia,58,PZ,OS95187VW,1410.66
Eva Conte,,TO,CV42099YG,2334.67
Marcello Zanazzo,5,CB,AB22149XU,1664.07
Gabriele Roth,99,,HI23249UV,1099.62
Sig. Danilo Storladi,95,BZ,QM99810IQ,3065.32
Paloma Botticelli,75,CZ,FW03045PL,1980.15
Adriana Greggio,46,BL,WS88142HZ,209.00
Gianmarco Scamarcio,59,VR,BL26378FO,759.97
Piergiuseppe Cassarà,21,,KP08395BQ,1738.55
Margherita Toninelli,59,BG,BM41601IR,1596.67
Angelina Bragadin,55,OT,EP36573JP,1863.36
Dante Pertile,51,MS,EQ98336LL,701.88
Giulietta Cadorna,9,MB,GM58732EM,2790.56
Renata Fusani,16,CN,LK60716RP,1821.08
Gianna Sordi,52,VS,KO33575ZF,
Aria Ficino,85,BI,MH57108PC,1083.05
Gilberto Piccio,,FE,LW38675QP,2288.86
Paulina Berlusconi,91,OR,PI40129RR,1377.62
Alderano Papafava,39,,ZN21457QT,1343.03
Dott. Gianpietro Sommaruga,95,PV,TL48811UB,1041.96
Gloria Baglioni,91,VV,DF09588NW,235.68
Gloria Roccabonella-Guariento,,RA,HB23673YX,440.62
Ermanno Sermonti,19,FM,CF96429JL,1544.38
Sig. Dino Malipiero,46,AT,,1888.29
Nicoletta Tassoni,46,LI,LE49690LJ,2098.67
Ernesto Pizziol,37,CS,JR09824XJ,2992.86
Maria Maderna,37,PN,RO00489IH,$1121.08
Sig. Alberico Musatti,46,AP,KM64975ZY,1227.37
Sig.ra Clelia Cicala,61,FC,OH83308BN,3368.46
,88,PE,YA81199FO,1676.50
Rodolfo Ziani,15,RN,SH59768Jp,1491.19
Agnolo Lussu-Troisi,38,AQ,HV72993FK,953.42
Nicoletta Coppola,61,GE,JI71840PY,
Ermanno Guidone,29,CO,FA44295TJ,631.07
Giada Mozart,23,RA,LG93656VY,1970.89
Amleto Petruzzi,24,AQ,YL61023DK,1365.21
Ornella Zanazzo,76,CH,CQ30069ZS,1181.97
Mario Proietti,24,BS,XE92021EE,1477.92
Diana Piacentini,20,BZ,OP75042TZ,1482.89
Dott. Ernesto Lattuada,-27,IS,NG88340DE,2163.10
Elisa Barese-Battelli,87,PI,LS86988MU,2916.80$
Dott. Fortunata Capuana,56,,BS21568YU,1858.11
Nicolò Migliaccio-Solari,43,PA,OJ26545RB,1689.58
Sig. Santino Nugnes,1,ro,EF73288TW,1497.47
Piermaria Monaco,58,VV,IS54125IL,1682.13
Adele Conte,74,MT,QA75523JY,1788.96
Dott. Salvi Leone,68,PR,IF96962MK,924.63
Liana Tomei,21,BT,FE97572NK,978.50
Vincenzo Nosiglia-Satta,31,TO,OE40137YC,2655.50
Bianca Polani,12,FM,IB39716YH,1439.69
Antonina Ruggeri,6,NO,HS38979FC,2041.01
Fiorino Grossi,26,BR,BD77885YE,1806.18
Fernanda Giovine,45,PU,PW76272ZO,318.32
Ennio Errigo,67,,RJ98020XN,1387.37
Toni Spinelli,5,SP,MC99792MZ,1323.27
F. Pigafetta ,64,PO,FK82346JG,1176.69
Daria Granatelli,66,NO,FN79520OY,-78.22
Dott. Antonia Pacillo,44,MI,JJ54805MF,1765.89
Maurizio Cappelli,44,VE,SN38620RG,2032.96
Federica Draghi,86,PU,XV49805MN,1887.50
Sig. Ranieri Cuzzocrea,14,AL,CY41674IH,1383.27
Micheletto Pasqua,50,SP,IT19131LJ,924.97
Lorenzo Nievo,48,AP,GF41607CY,2494.19
Fabia Bottaro,6,LT,TR55859BJ,381.10
Donna Carducci,76,MI,UW67094OG,725.46
Virginia Tamburi,84,MS,TA94684RF,914.63
Annunziata Innocenti,33,CN,HG03434UH,1253.25
Lucia Panzera,95,PE,KW00072RB,
Giuseppe Turati,10,FC,OQ12689NF,2151.88
Agnolo Cavalcanti,19,PZ,KL71549TA,1358.04
Cirillo Farina,90,RC,CW62037NU,1520.23
Leone Roero,55,CR,YV99530JT,2021.26
Liana Rosselli,89,AQ,NH78268XX,1705.88
Luisa Panzera,95,AO,HH83187HZ,1014.63
Sig. Vincenzo Fieramosca,77,SI,WT04037RI,1943.15
Vincentio Molesini-Interminelli,66,ME,MF70161RG,1883.19
M. S. ,43,MT,UW86370IA,1069.65
Giancarlo Curiel,49,LU,KL69733WJ,-196.88
Dott. Gianfrancesco Ferraris,55,RC,KO53257WI,605.14
Sig.ra Flora Zichichi,21,MB,HS09363GF,2511.87
G. C. ,28,TV,HX36545RH,2005.50
Adamo Inzaghi,27,CI,SY76189QB,$2768.09
Bernardo Bianchini,39,BI,IB84530LK,1251.13
Claudia Esposito,62,PC,LT62067EL,1599.39
Gianfrancesco Savorgnan,52,SS,FS43936QP,1971.12
