name,age,province,cie,money
Carlo Coardi,88,TP,XJ04021ZU,1438.30
Ricciotti Pietrangeli,70,RM,AS42264DC,669.44
Sig.ra Natalia Iannuzzi,41,AO,KV87450OM,1257.93
Sig. Sandro Geraci,60,RC,YG09133KK,$1043.69
Lidia Lucarelli,2,RM,MP97886OX,821.75
Laureano Infantino,84,AR,KO04214TW,1505.49
Sig. Fiorino Bruno,52,RG,RK18850ZA,758.47
Victoria Amaldi-Geraci,,LO,RV45695GX,721.05
Temistocle Metella-Offredi,62,LU,VQ45109LA,1089.44
Paloma Gargallo-Longhena,7,AT,QZ01119QY,1257.31
Simonetta Sauli,23,LT,SR34365LP,1967.73
Nicolò Muratori,15,,CT02460IC,1521.23
Sig.ra Iolanda Gualandi,29,CE,HM10862PI,1907.95
Sig. Achille Druso,75,RG,KD82891YU,1685.87
Ubaldo Mozart,94,BZ,VJ49533KD,830.57
Rodolfo Regge-Papafava,86,EN,ZW79230FA,
Matteo Nicolini,53,RM,GN61039XS,2727.13
Germana Valier,6,LO,UL63170ZB,2874.29
Pier Piccinni,63,VV,UP41060CD,2505.30
,96,GE,NG25288SI,1673.94
,31,RG,GY43912UH,1624.87
Viridiana Leone,63,FR,AZ08231IY,883.56
jolanda CAMANni-zEttICci,93,VE,QT96646ZB,1511.39
Rosina Seddio,11,AQ,XB14901QP,1899.09
Iolanda Gozzano,64,CL,IE15679MZ,227.93
Dott. Mariana Carpaccio,52,VI,VI81113OW,1194.45
Baldassare Solimena-Bonatti,39,,YJ22158VZ,1980.63
Angelina Crisafulli,57,SR,FL11909BE,2354.13
Rosalia Valguarnera,16,BG,WT33487OQ,2649.08
Annamaria Pace,62,VI,CU28165TR,916.08
Franco Faugno,43,CI,QC53651UO,
Elisa Gemito,98,TE,LH84347CG,2944.50
Filippa Travia,65,LU,JM79938NI,811.49
Martina Marenzio,22,SA,OA88111XU,
Rosa Fo,28,TR,KW01744ZE,1960.75
Cirillo Bellini,30,TN,VF24428AG,953.55
Alina Gilardoni,35,AV,VY10099KG,1804.03
Vincenza Borgia,81,BT,SZ48306ZR,2203.42
Rosalia Toscanini,-36,BA,DI03722WO,878.39
Clelia Gori,9,PD,QR29275FK,2406.53
Giulia Rizzo,5,TO,BM48302PD,3229.39
Sig. Gioachino Tomasetti,37,CZ,SW90915LM,792.75
Silvestro Tiepolo-Rossellini,19,SO,KD78191GK,826.17
Giorgia Galtarossa,24,VB,PY40241GM,1000.47
Mirko Blasi-Viola,21,PC,UV05473AV,2270.60
Liberto Bottaro,57,BZ,BE49863WT,2321.08
Tullio Boccherini,27,RN,WK68375PH,
Livio Vattimo,26,PI,AG39667JF,1306.52
Teresa Contarini,50,UD,RY45259QV,461.24
Annibale Bulzoni,93,AN,LQ04249GU,2335.58
Benedetto Boldù,50,CS,NW95708NR,1537.24
Vanessa Balotelli,,LT,AQ58501HO,1138.24
Lidia Musatti,78,CB,ZH44409FH,$1989.85
Eliana Ferrante-Valier,21,PU,JW99476KO,1074.56
Fausto Giammusso-Costanzi,57,FI,GX05007CJ,784.73
Giada Marazzi,25,VB,DN38402MG,2070.10
Adele Nordio,42,MO,NH93265MS,1421.52
Giuliana Gramsci,39,FR,XW55470KY,1081.54
Dott. Sandra Villarosa,69,,KU96917DH,1369.47
Sig. Patrizio Satta,70,VS,yE67850YY,2320.24
Sig.ra Valentina Spadafora,47,EN,SU01290HO,264.13
Clelia Trezzini,28,LE,JH96311IH,1782.53
Giorgio Sforza,7,SO,HZ25676GD,
Giacobbe Bertolucci,54,CE,NV31321AC,1531.29
Lodovico Tozzo,64,TA,FB52492CX,1022.32
Romina Barozzi,50,LI,NH88460AD,
Tatiana Verga,34,AR,VO24379BO,1731.37
Sig. Gianluca Giannotti,86,PD,PR96517ZO,
Mariana Inzaghi,44,OT,QL42036WM,2612.50
Donato Bellò,,CH,HX77973CS,-489.08
Dolores Paruta,68,AG,MR40289FQ,2955.30
Dante Tanzini,74,CE,GC88082LQ,332.62
Paola Muratori,35,LE,QM10395MS,1152.77
Luciana Cimini,22,PD,HO22727DN,981.83
Daria Trevisan-Borsellino,21,MC,WI91372MJ,1280.33
Eleanora Taliani-Riccardi,62,PA,WX15720IO,1042.73
Sylvia Gibilisco,22,RG,FO25228KE,2387.36
Saverio Littizzetto,69,PA,AC35856CQ,1684.28
Federico Costanzi,66,MB,CX47304YH,1723.90
Raffaella Salata,-86,AV,yC60899yZ,2562.45
Arsenio Muratori,63,PI,DN50376MV,2010.59
Vittoria Fibonacci-Bergoglio,80,PN,KD29247AE,2460.00
Dott. Natalia Amaldi,93,FI,GJ90458IV,2471.20
Pierangelo Abbagnale,68,AO,FQ60306YC,1905.66
Fernanda Borromini-Ponti,,RO,WA22822RS,780.60
Dott. Evangelista Moccia,40,PD,UK85459CL,1940.92
Gemma Sibilia,71,TR,NX96646CB,1718.19
Aldo Bandello,36,GO,PT86497SM,3284.41
Orazio Fanucci,90,tR,WR66048TQ,1311.13
Sig. Panfilo Pasolini,22,MI,XJ21336AO,1895.96
Gaspare Pizzetti,29,BS,CK73246MV,426.82
Teresa Gori,93,RC,MT47391QL,1349.95
Lilla Antonetti,10,PR,BD19714IS,1937.17
Panfilo Ottino,86,AO,GI28879FU,1301.67
Adriano Boitani,18,KR,KY28243QU,1395.46
Dante Binaghi,,GO,QK71676TV,1658.38
Gianpietro Scarponi-Canova,77,CS,VR58863LY,1508.05
Giovanna Zaccardo,12,MB,YX73958NA,1402.64
Valentina Gemito,31,BR,SF23739FL,297.49
Cristina Lucciano,29,RA,BF75972EJ,2754.36
Hugo Regge,80,SI,HW65480DW,814.02
Stella Ughi-Palladio,92,VI,AB58711ME,600.30
Sabatino Ludovisi-Cattaneo,43,RM,KV25539EM,1840.47
Maurilio Viviani,68,IS,RQ37119GF,2531.07
Marta Chechi,3,AN,QQ79639BM,1462.58
Ranieri Ferretti,99,IS,OF11444UY,1070.02
Mauro Gioberti,29,CB,QR09915FQ,1189.37
Sig. Ippazio Parpinel,91,PA,QK27307ZP,1846.02
Jolanda Letta-Juvara,51,,OQ38049DK,2527.67
Stefani Bonino,26,RG,YW89044KQ,566.18
Dott. Fabia Saffi,3,TV,SV90394PE,2280.06
Loredana Asmundo-Golgi,21,KR,LO53969YS,1654.69
Giacobbe Dulbecco,40,PR,XR98448CG,1272.93
Gino Comboni,4,VV,TZ01801ZL,1681.73
Flavio Soranzo,74,,JP23895DZ,594.23
Pierangelo Cagnotto,31,NA,SP86675UK,1830.75
Paulina Cimini,2,LO,FB20888OK,1539.62
Orazio Barzini,20,,VX98094RN,1814.86
Romina Barcella-Mantegazza,88,VC,NL61636CX,346.16
,28,NU,IW68596NR,3057.17
Annamaria Dossi-Paruta,52,LE,PX20359UO,1595.89
Dott. Monica Solari,23,BL,KV40882UF,847.19
Lina Sabbatini,39,AV,XO08754YY,267.60
Dott. Claudio Norbiato,,AR,JR60888UJ,1468.45
Dott. Gilberto Columbo,12,AO,VE31053XS,2377.05
Sig.ra Paoletta Dandolo,32,GO,EL61968OL,916.50
Dott. Delfino Stefanelli,95,RN,KY03860IB,1808.89
Dott. Graziano Botta,70,RA,SY04291BZ,1978.92
Bettina Staglieno,10,CO,GR65962BD,2455.46
Amanda Gibilisco,15,TO,JB24164YA,2873.95
Zaira Porcellato,46,SA,OE04121KC,788.14
Antonello Brugnaro,83,CR,WM69431VX,
Giuseppina Dulbecco,83,BN,FI90104SP,
P. Tomaselli ,64,SI,NY96206XA,2237.45
Severino Alfonsi-Gucci,30,PV,,427.30
Ansaldo Sommaruga,13,GO,BT55528JF,2205.00
Lisa Treves,99,PN,QT15457XP,884.26
Giosuè Alonzi,45,BR,OV18848RC,1382.83
Goffredo Taccola,17,SR,ED19385UJ,887.56
Germana Pasqua-Bonanno,79,TN,TE86786BX,935.51
Donatella Barcella,78,CT,EY97107UW,1628.07
Victoria Giradello,,FE,HU59784KJ,907.94
Giuliana Carpaccio,28,PZ,,2032.44
Camillo Cugia,,CL,XG04719WX,690.39
Sig.ra Renata Morellato,4,TP,,1560.22
Raffaello Segrè,23,BO,LJ60688BX,638.86
Stefani Liverotti,9,VE,AP70224OT,1490.98
Imelda Duse,5,CN,OI18836MQ,1362.77
Sig.ra Susanna Manunta,67,SP,ZC11608LH,3102.08
Ludovico Botta-Tosi,19,CA,PI42819CC,972.14
Alessio Trevisani-Rossetti,57,LE,TH88919PG,1134.04
Arnaldo Panatta-Paolini,93,,LV93560hD,2500.75
Claudio Collodi,41,BL,UC27092VL,2258.54
Sig.ra Donatella Corcos,96,CH,UZ05959BN,2088.75
Eleanora Mortati,32,NO,XO30385ON,708.75
Sig.ra Rosa Rizzo,37,BT,XP92871QB,843.33
Donatella Ciampi,39,VC,IT19033IZ,763.18
Piermaria Verdi,29,BA,PZ93957DT,2145.17
Ermes Fagiani,71,,JH63764SE,1275.78
Matilda Vasari,8,PV,FX93623WI,2431.88
Emilio Taliercio-Franceschi,38,VV,MJ88160OA,2724.09
Filippo Scotto,82,AO,HI47040RP,1631.91
Michela Prodi,2,AG,CF90650CX,1235.52
Eleanora Camilleri,59,VC,AX67267SM,2241.25
Diana Gramsci,80,LC,GV27288QF,1671.29
Cristina Pontecorvo,-50,BI,SM44417EN,1667.69
Ruggero Argenti,45,TN,QB88560JM,1881.60$
Benito Mercalli,88,CR,NS41187SP,2720.96
Giulia Leonardi,96,VR,ES90697DH,2109.24$
Raffaellino Gentili-Branciforte,29,BS,TB72047TL,2043.92
Rolando Gozzano,7,AR,MW38859ZY,3176.42
Amadeo Ricolfi-Piovani,98,AG,HY24075OQ,281.06
Adamo Trussardi,84,,BD55615HV,-109.95
Tiziana Strangio,17,OG,CW46964UD,372.27
Toni Morandi-Monte,71,PR,HD64147SP,1740.93
Sig. Pietro Vigorelli,83,CT,QF87038RI,2523.89
Sig. Carmelo Barozzi,82,PR,JI48594ZS,1541.08
Victoria Moretti,44,VT,XI40771ZS,-305.45
Ivo Salvini-Andreozzi,89,MT,SD09067GK,1044.12
Amanda Carducci,37,VV,VJ00793oK,1435.67
Ignazio Mazzocchi,92,CI,,1759.85
Ennio Tomei,99,CT,QE42425MW,3269.22
Lauretta Salvo-Giannini,90,CO,DW99328KZ,
Nicola Petrucelli,22,PG,QH64858QO,1729.00
Angelina Chindamo,84,VC,,1896.02
Isa Greco-Casarin,44,MO,TS54309EZ,2204.95
Agnolo Caruso,38,VC,OM55836AW,2082.52
Benvenuto Bignami-Zamorani,20,RN,DJ61677PW,1159.37
Gianni Metella,24,GR,HW18396DQ,1747.03
Laura Mazzi-Iadanza,92,OT,AJ70507HR,2157.20
Alessandro Turchetta-Raurica,23,CH,CN05028XZ,2378.56
Griselda Odescalchi,80,LO,EE28168KL,2048.62
Romolo Bartoli,9,LT,YV48903BA,621.22
Giuliano Ligorio-Venier,85,RO,HQ68301DK,267.44
Giulia Mazzeo,64,TP,FX94191KD,2594.14
Eugenia Adinolfi,85,AT,KK68433GX,991.71
Dott. Berenice Pace,48,VS,QQ06092NL,2104.21
Sig. Aldo Anguillara,14,,VY36715KC,284.04
Clelia Broschi,42,,EB13746PB,$1487.97
Natalia Onisto,53,PA,ts54086YL,888.51
Iolanda Pezzali-Padovano,56,FR,IT62329TL,1536.43
Dott. Adele Manolesso,42,EN,YJ70910SP,2452.05$
,72,CR,ZZ43389VW,1475.01
Rembrandt Luxardo,76,BR,YK78582IQ,794.30
Agnolo Trentini,89,PG,OA34878LK,1603.90
dArIo MiglIacCIo,55,PC,HS88639yI,1926.61
Sabatino Vanvitelli,87,CZ,GG60575GW,2518.55
Orlando Schiavone,26,TA,AP78633EN,398.27
Stella Gianvecchio,94,PZ,OQ38766JU,1257.38
Antonia Donati,74,LI,IF76291BR,1467.79
Alfredo Zamorani,82,,II42575OK,
Puccio Veneziano,40,LC,EM52730DV,1714.84
Baccio Travaglio,68,RA,FC63588NG,1999.56
Fausto Durante-Valier,60,MC,GE87532GI,1683.58
Marcella Gori,18,AT,YL20334LV,
Filippa Giannotti,71,BG,KZ52348CL,1372.76
Barbara Marrone,31,IM,UI12435OP,1475.04
Fiorenzo Salvemini,35,FI,FT56359GR,1514.16
Achille Salvini,49,,VL53772YO,1834.81
Erika Spadafora,77,CL,TD74541LA,1502.22
Emma Bocca,60,PA,YU73868EL,1257.04
Osvaldo Comboni-Asprucci,86,PT,EP53135YK,2790.70
Valeria Grossi,58,SP,KZ35088YD,1536.42
Cristina Ferragamo,16,AO,SU83897LC,1538.82
Giacomo Mennea,84,MI,WB67454RY,1138.17
Veronica Pigafetta,98,OT,JD80798CS,1777.34
Nino Guinizzelli-Interiano,92,PC,XU75379HS,2580.38
Martina Caironi,89,BG,DC99699QC,1201.21
Loredana Missoni,11,BN,RD08733EY,1444.62
Benvenuto Prada,32,SR,EG97362AZ,701.11
Alberico Fanucci,99,BL,WW95797AP,1155.50
Ubaldo Puccini-Tanzini,95,SI,ZY66413RR,
Gioachino Procacci-Zichichi,12,FE,QD26181UR,3018.02
Ruggiero Iacobucci,23,VC,XK00392GT,1043.30
Eliana Baglioni-Bragadin,68,LC,HJ09365IX,2047.65
Augusto Perozzo,94,PV,IR32048OK,1265.98
Gian Niggli,17,CO,NH98562MG,972.57
Bianca Pistoletto,-78,PT,ZD61145FX,165.87
Oreste Papetti,83,PU,XS97585LP,1314.81
Lamberto Giannini,2,FM,SY31887RR,-69.39
Giacinto Ritacca-Beccheria,76,VI,FT61580BA,1271.70
Sig. Marco Gabba,57,MS,UU49313EM,
Giada Gaiatto,51,VV,QV28047HW,1958.68
Annetta Giunti-Donini,76,AL,HS31186QH,1534.53
Gianluigi Pepe,49,CA,CV43600NM,553.92
Martino Battisti,63,AO,CO96904OL,957.63
Carla Puccini,94,SP,OJ00424DR,1712.60
Amalia Speri,65,LI,AI41587AK,1519.84
Irma Cimini,36,AT,TV01429XC,1530.90
Angelica Zaguri,13,MO,OP65130GN,1971.03
Lucia Antonioni,41,SO,SM01349BP,1403.48
Martino Tommaseo,8,PZ,XH68495BR,780.43
Vanessa Antonini-Goldoni,65,SI,EB52844GT,2655.55
Gelsomina Cortese-Liverotti,60,BN,ZC15100QG,1795.54
Iolanda Calvo-Bellini,66,AR,FE79843AB,2192.04
Gionata Delle,28,RO,OO46145WQ,-412.45
Ignazio Malatesta,7,ud,QH16345KS,2062.50
Agostino Russo-Ammaniti,45,GE,LQ81560VK,396.60
SYLviA PoNtI-MoNDAdori,68,OR,HZ19944BG,2387.89
Pierpaolo Disdero,79,AR,QE19136CB,850.91
Amleto Pugliese-Bandello,20,PV,TX94121PO,2182.20
Gianfranco Panatta-Rismondo,12,NO,QO24344HD,963.17
Laura Boezio,87,MB,,1659.56
,54,En,CQ96686IU,1847.29
Dott. Rossana Ungaretti,,RG,QN55812NZ,2042.40
cARolina ferRetTi,94,CN,EP08407YH,1687.07
Maurizio Turati,86,TS,II90232IE,693.24
Pietro Cabrini,95,VS,AP40183PF,2902.90
Griselda Berrè,16,PU,LL57543NF,
Marcello Pucci,33,LU,QY89656ZZ,2285.34
Maura Argentero,61,LE,DF68913EG,1480.57
Gian Nicolini-Giannotti,29,AL,NK27383MC,1990.57
Sig.ra Marissa Pietrangeli,67,MO,DF01004LI,2224.07
Sig.ra Claudia Bertoli,24,FR,QB86781NX,2389.84
Dott. Stella Renier,57,PI,MW57660ZG,1962.40
Sig. Guido Pizzetti,85,BN,SS02019HT,
Sante Ubaldi,83,LO,PG07838YX,614.59
Erika Fabrizi-Benussi,5,CS,PN54363PH,1245.83
Patrizio Manunta,76,AO,KT02647OB,1245.46$
Alderano Montesano,44,TP,GG79296PY,1690.31
Zaira V. ,97,MI,IZ38683QF,1700.14
Daniele Ariasso-Grimani,84,AR,CO57999DG,2869.62
Marta Stein,53,LI,LG56732DQ,1440.93
Agostino Romagnoli-Canova,83,,QR27891RX,2044.83
Alessia Antonini,56,MT,ZR78532KR,1442.02
Sergius Soranzo,95,NU,BV26292QN,1484.18
Serena Mondadori,93,PV,MS43323QX,1892.79
Durante Serlupi,34,,TP62685QH,2686.20
Antonina Speri,70,KR,LQ10124OR,2453.22
Antonia Fracci,5,VV,FZ40171LO,
Rosa Armani,72,BL,SM76091LC,1064.70
Dott. Angelica Cavalcanti,70,,JI87614BN,1497.21
Franco Bevilacqua,98,NA,HW81087HE,1948.16
Ottavio Visintini,93,PZ,ET57809NI,68.10
Annamaria Castioni,76,EN,NT20380XR,2019.72
Alderano Calgari,55,IS,FI52217VY,1981.82
Pina Alfonsi,86,SA,MK53027PO,2486.17
Romolo Grifeo,56,LT,JP65282UO,1651.54
Vincenza Bianchi,73,CS,LF88474ZO,107.40
Annunziata Jacuzzi,94,GO,HS67626SH,2178.98
Paloma Smirnoff-Tartaglia,75,CT,JB01492HP,2097.12
Adamo Filippini,52,,OK16966DU,1513.88
Marta Pascarella,21,PD,EB69235QE,939.91
Matteo Bragadin,99,SI,TW73554II,1873.88
Rita Ricolfi,82,RI,US69598SP,2149.34
Teresa Tognazzi,60,KR,SH58435AP,1874.94$
Dott. Napoleone Scarpetta,-89,BA,CN18968YN,1281.19
Bettina Ramazzotti,89,AT,TP09470HB,1025.40
Sig. Fredo Mezzetta,97,,WY59287FN,1024.59
VIRGinIa tAMBUrINI,67,PR,VY92762HV,524.08
Martino Errani,15,VR,BE04008WQ,2412.88
Franco Alonzi,,NA,IF22623UT,1503.01
Dolores Pepe,46,GO,SD93311VS,1906.71
Giustino Nugnes-Beccaria,,BN,XD16551WA,1918.73
Dott. Giuseppina Staglieno,31,FM,OQ60102GO,1685.32
Bettina Rismondo,85,TR,TX92603QZ,3154.29
Teresa Valier-Novaro,1,FM,UI33436WV,924.01
Gioffre Bassi,36,CH,QJ41884QE,
Valeria Travaglia,9,AG,WC04123ZU,539.92
Francesca Russo,72,,EJ95420CW,1702.29
Sabatino Branciforte,15,IS,CC78478CK,578.82
Lucrezia Lombroso,4,PO,EZ49298OR,2199.26
Dott. Laureano Lanfranchi,32,PA,EM01605KQ,2844.09
Giampiero Anguillara,58,CN,GH97328JN,1139.59
Ugo Romagnoli,71,BO,GY41873DL,652.86
Ugo Cuda ,24,MB,XC61295MH,2140.86
Tatiana Ferrazzi-Terragni,16,SP,JA47825LI,1965.69
Ottone Priuli,60,LU,ZL91998NM,1403.19
Paola Chittolini,25,RN,MZ69624TV,1743.15
Dolores Fantini,66,GE,IW96635GC,775.81
Marta Montanelli,45,VI,HX58501MP,2576.54
Evangelista Paruta-Emo,23,UD,UR10539VH,1869.98
Graziano Falcone,55,BL,AE41069WU,1898.79
,5,FG,CD77179YE,
vIrGINIa alTeRa-nOsigliA,82,AQ,TQ93479ZP,1525.83
Gioacchino Foconi-Viola,82,CI,RU09395TR,1137.52
Liliana Monicelli,85,LC,OO19863WG,1286.04
Maurizio Calarco,12,CI,ZN86042DN,1216.37
Concetta Pertile,38,PE,OF08357CD,996.64
Jolanda Parmitano,28,CR,BE09562FQ,1017.69
Agostino Balbi-Buscetta,38,NU,MH63926CX,1087.46
Virgilio Ceravolo,31,IS,EK37491QB,2302.63
Adele Balbi,94,TE,JN71190GW,2774.63
Torquato Guidone,58,MB,WQ88523WC,1751.22
Chiara Mascagni,14,,RC41822IE,1965.20
Gioele Cortese,63,,YE12543ZZ,1263.45
Antonino Cuda-Filangieri,91,AQ,UP91286TH,824.41
Carolina Iacobucci,7,VT,FU26183JO,1698.15
Valentina Longhena,10,LU,RT09511HV,2426.17
Dott. Coluccio Jilani,69,RI,ZD35685UY,1220.19
Federico Ritacca,12,VI,QP50463AA,1920.65
Michelangelo Tamburini,69,TV,OU78737CC,757.47
Jolanda Virgilio,26,AN,VW02380FR,1685.59
Dott. Ruggero Ludovisi,,MI,KB26509AL,1601.81
Dott. Aldo Roth,3,CO,XP92893YA,2118.49$
Dott. Ilaria Greco,95,NA,DN47528FQ,392.45
Nicoletta Pace,85,MI,YK63309SV,2230.50
Ottavio Antonucci-Ostinelli,87,RE,WR59033YO,1421.64
Enzo Proietti,55,nA,AC21148XB,2319.16
Flora Varano,11,PI,CD81302UW,681.54
Rossana Tarantini,93,VB,SA50154JW,1877.38
Tiziana Pisani,46,VR,TC12558WD,1050.91
Tonino Corbo-Gualandi,18,VT,Ay88986xF,678.19
Dionigi Silvestri,,BT,SB74961HV,957.02
Dott. Alphons Rosiello,96,TP,KB65161QE,1064.46
Griselda Bajardi-Bosio,7,TE,XF37975XQ,853.19
Atenulf Gualtieri,61,IM,BC73137OL,2725.02
Raffaello Pigafetta,48,,PO15112WY,1951.23
Gionata Comolli-Prati,97,CA,PY34915SC,1731.35
Orazio Lovato,75,LI,IS30866OT,2589.32
Dott. Azeglio Corcos,99,FR,ET49583NV,1168.35
Paolo Brancaccio,14,VC,MG65394UG,1788.99
Massimo Cannizzaro,55,MS,WS84876UY,1720.00
Patrizia Turchi,9,PN,UQ02430DS,1623.72
Greca Tarantini-Argenti,75,CR,BS19014SO,719.97$
Stella Maffei,,RA,IL42031HZ,2010.38
Leopoldo Pertile-Battaglia,11,VA,oH03154Gt,1681.26
Imelda Mazzocchi,73,,YQ39486XC,1562.51
Camilla Vezzali,49,SA,KW20870QW,1516.03
Sig.ra Donna Nugnes,72,CT,YT52047HM,2254.33
Leopoldo Praga,44,VS,FA10537GZ,1541.31
Giuliana Lopresti-Calbo,61,BN,YC16054IO,2108.36
Loretta Adinolfi,75,LU,DP26562PX,1806.12
Sante Murialdo,15,PR,MG69532CK,$2329.00
Liana Pascarella,8,IM,HC11067ZT,2174.82
Pier Brunelleschi,59,CE,WA82151JQ,724.22
Giorgio Sismondi,90,CO,TN07379AN,925.70
Sig.ra Annamaria Tedesco,33,TO,YC18215BB,2129.53
Fernanda Cammarata-Scotto,19,MI,FG36443LU,$1501.44
Rosario Bova,56,PC,XQ28971VJ,2658.77
Dott. Gianfranco Foletti,47,PR,HH04197ZI,2382.79
Marina Bocelli,31,PU,VN92151GN,59.70
Benito Comolli,36,BS,VL86790MD,1000.50
Sig. Arsenio Marenzio,19,TE,AZ87752ZZ,1861.23
Greco Togliatti,42,MI,OG10363GN,1714.57
Annibale Curiel,85,CZ,JW86927WT,1795.86
Cristina Pacillo,1,LU,IB85087FP,1744.74
Silvia Gozzi,93,AT,TD91484ZK,1701.47
Dott. Ubaldo Vasari,88,CR,RQ46295RL,2852.52
Dolores Rossini,93,,LD85766AJ,$811.27
Griselda Dibiasi,14,CI,CD04253RN,1988.21
Sig. Ruggero Caffarelli,4,VB,HZ24736NL,1013.55
Sig. Gabriele Meucci,61,LT,FR74607DF,1180.87
Emma Abate,11,CT,LS98449JS,2129.99
Camillo Majorana-Schicchi,47,FG,PA49387RE,291.77
Annetta Gasperi-Guarana,79,MC,TJ16858TB,2142.52
Sig.ra Giulietta Lanfranchi,65,GO,NO92902EU,863.94
Ermes Gullotta,19,CT,GK58184WC,1742.78
Gabriele Verdi,55,VI,PB09540VV,1888.12
Lucia Zaguri,69,OG,IF79918AV,2657.09
Elmo Badoer,10,OT,UE94629WF,491.55
Annalisa Falloppio,64,RI,TC09015TE,1857.90
Dott. Michela Greggio,34,TV,HY70944UP,2773.04
Vittorio Cavalcanti,97,TS,PO63747JG,1953.72
Fiorino Regge,81,LO,,1057.47
Mercedes Roth,58,IS,WO66033RV,1964.88
Nico Curiel,9,PN,GK01851Ap,2970.17
Sylvia Pederiva,37,PU,ZU38488UV,1858.66
Nadia Sorrentino,61,LU,HB41022CC,
Dott. Adriano Argan,94,AG,TO32470CQ,
Dott. Enzio Giovine,6,CN,VX43592WR,935.82
Maurizio Ferraris,92,FR,AZ75960XY,1433.60
Annetta Dibiasi,7,BG,LU81167WL,1160.80
Sig. Adelmo Mondadori,94,GO,YH39543LI,1315.89
Danilo Ritacca,61,FC,GJ62903OY,1964.13
Sig.ra Natalia Riccati,7,CA,FW77518YG,2328.19
Rita Luna,26,AP,DP85986KS,1228.98
Patrizio Rossini-Majorana,46,MS,SE32954ZY,840.11
Dott. Alberico Luna,44,CI,,1140.54
rodoLFo BOIto,23,SP,RX18950IZ,1122.06
Sig.ra Stefania Carli,66,MC,AR83386PZ,1993.08
Nino Trezzini,27,PO,PG95537RF,2119.45
Arnaldo Sonnino,79,AQ,LV74013NT,381.38
Enzo Tacchini,58,AP,OG31751RL,1414.75
,49,LT,XW90522OJ,2768.73
Liana Verri,70,PC,NO27728JO,865.44
Calogero Nibali-Dellucci,28,TV,QJ52021GG,1105.77
Tiziano Moccia,75,FM,OZ61932EO,2229.48
Lazzaro Ludovisi,18,LC,NO48009DJ,1201.60
Dott. Valerio Pagnotto,82,GR,ST42933QE,1902.34
Ornella Sagredo,95,PU,QB98810JE,2349.98
Dott. Annunziata Brunelleschi,34,AO,,1601.13
Rosina Bernini,15,PA,WV15998KF,695.43
Ludovica Mimun,96,VS,RL34322PH,1724.08
Flavio Zaccardo,86,BT,KB83300KG,1797.21
Sebastiano Draghi,79,BO,RQ57488MR,925.19
Dott. Dina Necci,39,MT,WA59374LO,1108.38
Licia Binaghi,62,EN,UY80534GA,1379.95
Marcella Nicolini,36,GE,KH30456UJ,1461.14
Letizia Venturi-Mozart,63,,FS49812RR,1507.42
Dott. Bartolomeo Dossi,72,FR,RB98262MK,2370.39
Alphons Pizzo,56,PU,GO33135CN,2583.00
Giorgia Stradivari,12,FG,CU89065KV,768.02
Gian Filippini,31,VV,TR04477CW,2009.72
Dolores Marazzi,37,RM,VF57571QB,2392.02
Gianluigi Michelangeli,67,PG,AO53884HY,2227.81
Loredana Galiazzo,15,VS,TN47024TG,1494.66
Gioffre Gregorio,31,VV,TD47300NH,1494.38
Anita Solimena,94,OG,UJ10627IN,2300.67
Silvio Marenzio,2,SO,QD60535KO,1561.93
Giovanni Greggio,43,CO,ND89985UU,$1185.61
Sylvia Bartoli,12,,RE25833MQ,1019.62
Alphons Travaglio,8,TP,MH67870SY,392.87
Flavia Chechi,,AL,RI63283RO,1080.15
Bruno Spinelli-Falier,1,BO,UL60581IO,1818.55
Mariano Casarin,38,CL,VJ75553NO,1599.49
Marta Lucchesi,64,PC,EV29282QK,390.01
Mauro Michelangeli,2,CZ,XQ93505LV,1207.57
Coriolano Petrocelli,60,GR,SF99689XA,284.28
Licia Vivaldi-Battaglia,56,CA,ON27727BM,1106.71
Maria Ruberto,74,OG,AU48749FI,1827.73
Alina Bianchini,92,MS,YI10888AE,2343.77
Etta Borzomì,,MB,CJ13721JL,2000.15
Federigo Ceri,22,PU,TZ89903MG,
Antonella Valmarana-Finzi,48,RA,XG04916DG,872.63
,16,PR,HJ51568LZ,1726.90
Dott. Michela Boccherini,83,LO,IJ98362AS,1999.52
Baldassare Brambilla,21,MN,RQ24187IC,1846.08
Filippa Paoletti,77,CO,PJ38142IT,$1841.42
Galasso Berrè,19,AO,XC51002CU,1527.66
Ennio Luxardo,93,BL,QD41219NO,1399.33
Roberto Ortolani-Piccio,89,CR,DG92402SG,
Vincenza Valguarnera,-95,RA,VR21164MB,835.60
Oreste Gussoni,34,GO,FE14913DQ,2828.93
Natalia Curatoli-Lupo,75,FR,QR60613HH,533.21
Vito Pizzo-Finotto,93,GE,RZ12556BR,1617.92
Ivo Simeoni,74,CS,HC09379HN,2944.56
Maria Seddio,61,,KG83899CO,1035.34
Sig. Agostino Filangieri,94,BZ,HO80679JA,2155.12
Nico Nicolucci,12,KR,YM83745UK,1873.70
Simonetta Parini,83,CE,FS32621QB,1148.71
Dott. Annetta Tozzo,23,Fi,AK02788CP,1486.21
Sig. Arsenio Ferraris,43,AL,ZY77126YY,1567.62
Ronaldo Galvani,62,MC,BJ99156AA,930.30
Fedele Grossi-Coppola,53,BL,SD14579FF,1860.47
Imelda Pincherle,6,MO,NI13259NI,1350.29
Saverio Bocca,4,PC,ET37202OJ,2595.68
